0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1108387,978559,5304155,4827803,14229854,13482989,16427247,15517622,1023354,1186900,5420831,6264037,15533907,18986962,17919580,22033463,1728421,7565697,20617417,23599455
