0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2267546,2459228,1846333,2089529,1152217,1463157,964314,1117712,466520,591853,2240481,2108787,1758093,1920794,1149388,977376,938232,848073,484708,373831,2810350,2397169,1522100,1355327,750250
